"node_id","id","name","forte","bit","bit_reverse","pitch_set","interval_cycle","interval_vector","orientation","chirality","role","fine_role","identity_category","identity_type","tier","tier_number","office","office_index","has_governor_seat","office_authority","anchor_mechanism","assignment_status","resolution_class","universal_classification","governing_parent_count","construction_parent_count","seat_contact_count","identity_evidence_contact_count","identity_evidence_office_counts_json","identity_evidence_tier_counts_json","relational_office","plurality_contact_office","contact_count","contact_office_counts_json","contact_tier_counts_json","office_basis","registered_before_completion","added_by_completion"
"scale:2335","2335","7-3 rooted state 2335","7-3","b111110001001","b100100011111","{0,1,2,3,4,8,11}","1-1-1-1-4-3-1","5,4,4,4,3,1","7-3 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Moon",,"2","{""Moon"":2}","{""D5"":1,""D6"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",false,true
"scale:2351","2351","Alt ♮7345","7-10","b111101001001","b100100101111","{0,1,2,3,5,8,11}","1-1-1-2-3-3-1","4,4,5,3,3,2","7-10 orientation A","chiral","satellite","satellite_D5","SATELLITE","direct_satellite","D5","5","Moon","1",true,"inherited_unique_parent",,"inherited","D5_direct_satellite","d5_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-Z12 D5 anchor 2383; earlier precedence preserved",true,false
"scale:2359","2359","Unorthodox Minor","7-16","b111011001001","b100100110111","{0,1,2,4,5,8,11}","1-1-2-1-3-3-1","4,3,5,4,3,2","7-16 orientation A","chiral","satellite","satellite_D4","SATELLITE","direct_satellite","D4","4","Sun","0",true,"inherited_unique_parent",,"inherited","D4_direct_satellite","d4_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z17 D4 anchor 2363; earlier precedence preserved",true,false
"scale:2363","2363","Unorthodox","7-Z17","b110111001001","b100100111011","{0,1,3,4,5,8,11}","1-2-1-1-3-3-1","4,3,4,5,4,1","7-Z17 single orientation","achiral","anchor","anchor_D4","D","same_office_convergence_anchor","D4","4","Sun","0",true,"declared_contact_signature","satellite_mediated_same_office_convergence","validated","validated_D4_anchor","d4_anchor","0","0","2","2","{""Sun"":2}","{""A1"":2}",,,,,,"7-Z17 same-office convergence from two established A1 satellite contacts",true,false
"scale:2365","2365","Alt ♮27𝄫5","7-16","b101111001001","b100100111101","{0,2,3,4,5,8,11}","2-1-1-1-3-3-1","4,3,5,4,3,2","7-16 orientation B","chiral","satellite","satellite_D4","SATELLITE","direct_satellite","D4","4","Sun","0",true,"inherited_unique_parent",,"inherited","D4_direct_satellite","d4_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z17 D4 anchor 2363; earlier precedence preserved",true,false
"scale:2383","2383","Alt ♮734","7-Z12","b111100101001","b100101001111","{0,1,2,3,6,8,11}","1-1-1-3-2-3-1","4,4,4,3,4,2","7-Z12 single orientation","achiral","anchor","anchor_D5","D","same_office_convergence_anchor","D5","5","Moon","1",true,"declared_contact_signature","satellite_mediated_same_office_convergence","validated","validated_D5_anchor","d5_anchor","0","0","2","2","{""Moon"":2}","{""A2"":2}",,,,,,"7-Z12 same-office convergence from two established A2 satellite contacts",true,false
"scale:2391","2391","Phlegmatic","7-24","b111010101001","b100101010111","{0,1,2,4,6,8,11}","1-1-2-2-2-3-1","3,5,3,4,4,2","7-24 orientation A","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Moon","1",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2395","2395","Alt ♮7","7-27","b110110101001","b100101011011","{0,1,3,4,6,8,11}","1-2-1-2-2-3-1","3,4,4,4,5,1","7-27 orientation A","chiral","satellite","satellite_A1","SATELLITE","direct_satellite","A1","1","Sun","0",true,"inherited_unique_parent",,"inherited","A1_direct_satellite","a1_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2397","2397","Eccentric","7-26","b101110101001","b100101011101","{0,2,3,4,6,8,11}","2-1-1-2-2-3-1","3,4,4,5,3,2","7-26 orientation A","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Saturn","6",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2407","2407","7-19 rooted state 2407","7-19","b111001101001","b100101100111","{0,1,2,5,6,8,11}","1-1-3-1-2-3-1","4,3,4,3,4,3","7-19 orientation A","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Saturn","4","{""Moon"":1,""Saturn"":3}","{""A0"":2,""A2"":1,""D2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",false,true
"scale:2411","2411","Locrian ♮7","7-29","b110101101001","b100101101011","{0,1,3,5,6,8,11}","1-2-2-1-2-3-1","3,4,4,3,5,2","7-29 orientation A","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Saturn","6",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2413","2413","Harmonic Minor ♭5","7-31","b101101101001","b100101101101","{0,2,3,5,6,8,11}","2-1-2-1-2-3-1","3,3,6,3,3,3","7-31 orientation A","chiral","satellite","satellite_A1","SATELLITE","direct_satellite","A1","1","Venus","5",true,"inherited_unique_parent",,"inherited","A1_direct_satellite","a1_satellite","1","0","0",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2419","2419","Rāga Suddha Pancama","7-20","b110011101001","b100101110011","{0,1,4,5,6,8,11}","1-3-1-1-2-3-1","4,3,3,4,5,2","7-20 orientation A","chiral","satellite","satellite_D1","SATELLITE","direct_satellite","D1","1","Mercury","3",true,"inherited_unique_parent",,"inherited","D1_direct_satellite","d1_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-22 D1 anchor 2483; A0–A2 precedence preserved",true,false
"scale:2421","2421","Harmonic Major ♭5","7-28","b101011101001","b100101110101","{0,2,4,5,6,8,11}","2-2-1-1-2-3-1","3,4,4,4,3,3","7-28 orientation A","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Jupiter","4",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","0",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2425","2425","Scale 2425","7-Z18","b100111101001","b100101111001","{0,3,4,5,6,8,11}","3-1-1-1-2-3-1","4,3,4,4,4,2","7-Z18 orientation A","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Jupiter",,"3","{""Jupiter"":3}","{""A2"":2,""D5"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:2447","2447","Alt ♮5734","7-6","b111100011001","b100110001111","{0,1,2,3,7,8,11}","1-1-1-4-1-3-1","5,3,3,4,4,2","7-6 orientation B","chiral","satellite","satellite_D5","SATELLITE","direct_satellite","D5","5","Moon","1",true,"inherited_unique_parent",,"inherited","D5_direct_satellite","d5_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z12 D5 anchor 2383; earlier precedence preserved",true,false
"scale:2455","2455","7-Z18 rooted state 2455","7-Z18","b111010011001","b100110010111","{0,1,2,4,7,8,11}","1-1-2-3-1-3-1","4,3,4,4,4,2","7-Z18 orientation A","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Moon",,"3","{""Moon"":3}","{""A2"":2,""D5"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",false,true
"scale:2459","2459","7-21 rooted state 2459","7-21","b110110011001","b100110011011","{0,1,3,4,7,8,11}","1-2-1-3-1-3-1","4,2,4,6,4,1","7-21 orientation A","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Venus","4","{""Sun"":1,""Mercury"":1,""Venus"":2}","{""A0"":2,""A1"":1,""A2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",false,true
"scale:2461","2461","7-21 rooted state 2461","7-21","b101110011001","b100110011101","{0,2,3,4,7,8,11}","2-1-1-3-1-3-1","4,2,4,6,4,1","7-21 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Jupiter","4","{""Mars"":1,""Jupiter"":2,""Saturn"":1}","{""A0"":2,""A1"":1,""A2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",false,true
"scale:2471","2471","7-19 rooted state 2471","7-19","b111001011001","b100110100111","{0,1,2,5,7,8,11}","1-1-3-2-1-3-1","4,3,4,3,4,3","7-19 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Venus","4","{""Mercury"":1,""Venus"":3}","{""A0"":2,""A2"":1,""D2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",false,true
"scale:2475","2475","Neapolitan Minor","7-30","b110101011001","b100110101011","{0,1,3,5,7,8,11}","1-2-2-2-1-3-1","3,4,3,5,4,2","7-30 orientation A","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Venus","5",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2477","2477","Harmonic Minor","7-32","b101101011001","b100110101101","{0,2,3,5,7,8,11}","2-1-2-2-1-3-1","3,3,5,4,4,2","7-32 orientation A","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Jupiter","4",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2483","2483","Double Harmonic","7-22","b110011011001","b100110110011","{0,1,4,5,7,8,11}","1-3-1-2-1-3-1","4,2,4,5,4,2","7-22 single orientation","achiral","anchor","anchor_D1","D","diagonal_anchor","D1","1","Mercury","3",true,"declared_contact_signature","satellite_mediated_diagonal","validated","validated_D1_anchor","d1_anchor","0","0","4","4","{""Moon"":2,""Venus"":2}","{""A0"":4}",,,,,,"7-22 second-order midpoint from symmetric A0-satellite contacts at g−2 and g+2",true,false
"scale:2485","2485","Harmonic Major","7-32","b101011011001","b100110110101","{0,2,4,5,7,8,11}","2-2-1-2-1-3-1","3,3,5,4,4,2","7-32 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Moon","1",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2489","2489","Scale 2489","7-21","b100111011001","b100110111001","{0,3,4,5,7,8,11}","3-1-1-2-1-3-1","4,2,4,6,4,1","7-21 orientation A","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Moon","4","{""Moon"":2,""Mercury"":1,""Saturn"":1}","{""A0"":2,""A1"":1,""A2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:2503","2503","Scale 2503","7-7","b111000111001","b100111000111","{0,1,2,6,7,8,11}","1-1-4-1-1-3-1","5,3,2,3,5,3","7-7 orientation B","chiral","satellite","satellite_D2","SATELLITE","direct_satellite","D2","2","Venus","5",true,"inherited_unique_parent",,"inherited","D2_direct_satellite","d2_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-15 D2 anchor 1479; earlier precedence preserved",true,false
"scale:2507","2507","Chromatic Lydian Inverse","7-20","b110100111001","b100111001011","{0,1,3,6,7,8,11}","1-2-3-1-1-3-1","4,3,3,4,5,2","7-20 orientation A","chiral","satellite","satellite_D1","SATELLITE","direct_satellite","D1","1","Mars","2",true,"inherited_unique_parent",,"inherited","D1_direct_satellite","d1_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-22 D1 anchor 2509; A0–A2 precedence preserved",true,false
"scale:2509","2509","Double Harmonic Minor","7-22","b101100111001","b100111001101","{0,2,3,6,7,8,11}","2-1-3-1-1-3-1","4,2,4,5,4,2","7-22 single orientation","achiral","anchor","anchor_D1","D","diagonal_anchor","D1","1","Mars","2",true,"declared_contact_signature","satellite_mediated_diagonal","validated","validated_D1_anchor","d1_anchor","0","0","4","4","{""Sun"":2,""Jupiter"":2}","{""A0"":4}",,,,,,"7-22 second-order midpoint from symmetric A0-satellite contacts at g−2 and g+2",true,false
"scale:2515","2515","Chromatic Hypolydian","7-20","b110010111001","b100111010011","{0,1,4,6,7,8,11}","1-3-2-1-1-3-1","4,3,3,4,5,2","7-20 orientation B","chiral","satellite","satellite_D1","SATELLITE","direct_satellite","D1","1","Mercury","3",true,"inherited_unique_parent",,"inherited","D1_direct_satellite","d1_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-22 D1 anchor 2483; A0–A2 precedence preserved",true,false
"scale:2517","2517","Lydian Harmonic Major","7-30","b101010111001","b100111010101","{0,2,4,6,7,8,11}","2-2-2-1-1-3-1","3,4,3,5,4,2","7-30 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Sun","0",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2521","2521","Scale 2521","7-21","b100110111001","b100111011001","{0,3,4,6,7,8,11}","3-1-2-1-1-3-1","4,2,4,6,4,1","7-21 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Sun","4","{""Sun"":2,""Mars"":1,""Venus"":1}","{""A0"":2,""A1"":1,""A2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:2531","2531","Scale 2531","7-7","b110001111001","b100111100011","{0,1,5,6,7,8,11}","1-4-1-1-1-3-1","5,3,2,3,5,3","7-7 orientation A","chiral","satellite","satellite_D2","SATELLITE","direct_satellite","D2","2","Sun","0",true,"inherited_unique_parent",,"inherited","D2_direct_satellite","d2_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-15 D2 anchor 2787; earlier precedence preserved",true,false
"scale:2533","2533","7-19 rooted state 2533","7-19","b101001111001","b100111100101","{0,2,5,6,7,8,11}","2-3-1-1-1-3-1","4,3,4,3,4,3","7-19 orientation A","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Sun","4","{""Sun"":3,""Mars"":1}","{""A0"":2,""A2"":1,""D2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",false,true
"scale:2537","2537","Scale 2537","7-Z18","b100101111001","b100111101001","{0,3,5,6,7,8,11}","3-2-1-1-1-3-1","4,3,4,4,4,2","7-Z18 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Jupiter",,"3","{""Jupiter"":3}","{""A2"":2,""D5"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:2545","2545","Lydian 2♯3♭6","7-6","b100011111001","b100111110001","{0,4,5,6,7,8,11}","4-1-1-1-1-3-1","5,3,3,4,4,2","7-6 orientation A","chiral","satellite","satellite_D5","SATELLITE","direct_satellite","D5","5","Jupiter","4",true,"inherited_unique_parent",,"inherited","D5_direct_satellite","d5_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z12 D5 anchor 1273; earlier precedence preserved",true,false
"scale:2591","2591","Quixotic","7-2","b111110000101","b101000011111","{0,1,2,3,4,9,11}","1-1-1-1-5-2-1","5,5,4,3,3,1","7-2 orientation B","chiral","satellite","satellite_D6","SATELLITE","direct_satellite","D6","6","Moon","1",true,"inherited_unique_parent",,"inherited","D6_direct_satellite","d6_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-8 D6 anchor 2607; earlier precedence preserved",true,false
"scale:2607","2607","Alt ♮67345","7-8","b111101000101","b101000101111","{0,1,2,3,5,9,11}","1-1-1-2-4-2-1","4,5,4,4,2,2","7-8 single orientation","achiral","anchor","anchor_D6","D","same_office_convergence_anchor","D6","6","Moon","1",true,"declared_contact_signature","satellite_mediated_same_office_convergence","validated","validated_D6_anchor","d6_anchor","0","0","4","4","{""Moon"":4}","{""D3"":2,""D5"":2}",,,,,,"7-8 same-office convergence from two established D3 and two established D5 satellite contacts",true,false
"scale:2615","2615","Alt ♮67♭♭35","7-11","b111011000101","b101000110111","{0,1,2,4,5,9,11}","1-1-2-1-4-2-1","4,4,4,4,4,1","7-11 orientation B","chiral","satellite","satellite_D3","SATELLITE","direct_satellite","D3","3","Moon","1",true,"inherited_unique_parent",,"inherited","D3_direct_satellite","d3_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-Z37 D3 anchor 1591; earlier precedence preserved",true,false
"scale:2619","2619","Alt ♮675","7-13","b110111000101","b101000111011","{0,1,3,4,5,9,11}","1-2-1-1-4-2-1","4,4,3,5,3,2","7-13 orientation B","chiral","satellite","satellite_D4","SATELLITE","direct_satellite","D4","4","Sun","0",true,"inherited_unique_parent",,"inherited","D4_direct_satellite","d4_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z17 D4 anchor 2363; earlier precedence preserved",true,false
"scale:2621","2621","Euphoric","7-Z36","b101111000101","b101000111101","{0,2,3,4,5,9,11}","2-1-1-1-4-2-1","4,4,4,3,4,2","7-Z36 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Sun",,"2","{""Sun"":2}","{""D4"":2}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:2639","2639","Alt ♮6734","7-10","b111100100101","b101001001111","{0,1,2,3,6,9,11}","1-1-1-3-3-2-1","4,4,5,3,3,2","7-10 orientation B","chiral","satellite","satellite_D5","SATELLITE","direct_satellite","D5","5","Moon","1",true,"inherited_unique_parent",,"inherited","D5_direct_satellite","d5_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-Z12 D5 anchor 2383; earlier precedence preserved",true,false
"scale:2647","2647","Bohemian","7-23","b111010100101","b101001010111","{0,1,2,4,6,9,11}","1-1-2-2-3-2-1","3,5,4,3,5,1","7-23 orientation A","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Moon",,"4","{""Moon"":4}","{""A2"":2,""D3"":1,""D5"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:2651","2651","7-25 rooted state 2651","7-25","b110110100101","b101001011011","{0,1,3,4,6,9,11}","1-2-1-2-3-2-1","3,4,5,3,4,2","7-25 orientation A","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Sun","5","{""Sun"":3,""Mercury"":2}","{""A1"":2,""A2"":2,""D4"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",false,true
"scale:2653","2653","Nomadic","7-25","b101110100101","b101001011101","{0,2,3,4,6,9,11}","2-1-1-2-3-2-1","3,4,5,3,4,2","7-25 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Mars","5","{""Mars"":3,""Saturn"":2}","{""A1"":2,""A2"":2,""D4"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:2663","2663","7-Z18 rooted state 2663","7-Z18","b111001100101","b101001100111","{0,1,2,5,6,9,11}","1-1-3-1-3-2-1","4,3,4,4,4,2","7-Z18 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Mercury",,"3","{""Mercury"":3}","{""A2"":2,""D5"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",false,true
"scale:2667","2667","Neapolitan Major ♭5","7-28","b110101100101","b101001101011","{0,1,3,5,6,9,11}","1-2-2-1-3-2-1","3,4,4,4,3,3","7-28 orientation B","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Mercury","3",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","0",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2669","2669","Jeths' Mode","7-31","b101101100101","b101001101101","{0,2,3,5,6,9,11}","2-1-2-1-3-2-1","3,3,6,3,3,3","7-31 orientation B","chiral","satellite","satellite_A1","SATELLITE","direct_satellite","A1","1","Mars","2",true,"inherited_unique_parent",,"inherited","A1_direct_satellite","a1_satellite","1","0","0",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2675","2675","Chromatic Lydian","7-20","b110011100101","b101001110011","{0,1,4,5,6,9,11}","1-3-1-1-3-2-1","4,3,3,4,5,2","7-20 orientation B","chiral","satellite","satellite_D1","SATELLITE","direct_satellite","D1","1","Jupiter","4",true,"inherited_unique_parent",,"inherited","D1_direct_satellite","d1_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-22 D1 anchor 1651; A0–A2 precedence preserved",true,false
"scale:2677","2677","Ionian ♭5","7-29","b101011100101","b101001110101","{0,2,4,5,6,9,11}","2-2-1-1-3-2-1","3,4,4,3,5,2","7-29 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Moon","1",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2681","2681","Scale 2681","7-19","b100111100101","b101001111001","{0,3,4,5,6,9,11}","3-1-1-1-3-2-1","4,3,4,3,4,3","7-19 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Moon","4","{""Moon"":3,""Saturn"":1}","{""A0"":2,""A2"":1,""D2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:2703","2703","Erratic Minor","7-9","b111100010101","b101010001111","{0,1,2,3,7,9,11}","1-1-1-4-2-2-1","4,5,3,4,3,2","7-9 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Moon",,"2","{""Moon"":2}","{""D5"":2}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:2711","2711","Erratic","7-23","b111010010101","b101010010111","{0,1,2,4,7,9,11}","1-1-2-3-2-2-1","3,5,4,3,5,1","7-23 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Mercury",,"4","{""Mercury"":4}","{""A2"":2,""D3"":1,""D5"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:2715","2715","Neapolitan Major ♭4","7-26","b110110010101","b101010011011","{0,1,3,4,7,9,11}","1-2-1-3-2-2-1","3,4,4,5,3,2","7-26 orientation B","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Mercury","3",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2717","2717","Melodic ♭4","7-27","b101110010101","b101010011101","{0,2,3,4,7,9,11}","2-1-1-3-2-2-1","3,4,4,4,5,1","7-27 orientation B","chiral","satellite","satellite_A1","SATELLITE","direct_satellite","A1","1","Mars","2",true,"inherited_unique_parent",,"inherited","A1_direct_satellite","a1_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2727","2727","Rāga Manoranjani","7-24","b111001010101","b101010100111","{0,1,2,5,7,9,11}","1-1-3-2-2-2-1","3,5,3,4,4,2","7-24 orientation B","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Mercury","3",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2731","2731","Neapolitan Major","7-33","b110101010101","b101010101011","{0,1,3,5,7,9,11}","1-2-2-2-2-2-1","2,6,2,6,2,3","7-33 single orientation","achiral","anchor","anchor_A2","A","midpoint_anchor","A2","2","Mercury","3",true,"declared_midpoint","direct_achiral_midpoint","derived","validated_A2_anchor","a2_anchor","0","2","0",,,,,,,,,"modal-orbit transport from the declared Lydian Minor / Mars fixture",true,false
"scale:2733","2733","Melodic Minor","7-34","b101101010101","b101010101101","{0,2,3,5,7,9,11}","2-1-2-2-2-2-1","2,5,4,4,4,2","7-34 single orientation","achiral","anchor","anchor_A1","A","midpoint_anchor","A1","1","Mars","2",true,"declared_midpoint","direct_achiral_midpoint","validated","validated_A1_anchor","a1_anchor","0","2","0",,,,,,,,,"validated A0 midpoint/phase-seam construction",true,false
"scale:2739","2739","Rāga Supradhipam","7-30","b110011010101","b101010110011","{0,1,4,5,7,9,11}","1-3-1-2-2-2-1","3,4,3,5,4,2","7-30 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Moon","1",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:2741","2741","Ionian","7-35","b101011010101","b101010110101","{0,2,4,5,7,9,11}","2-2-1-2-2-2-1","2,5,4,3,6,1","7-35 single orientation","achiral","anchor","anchor_A0","A","canonical_anchor","A0","0","Moon","1",true,"canonical_identity","canonical_governor_frame","canonical","canonical_A0_identity","a0_anchor","0","0","0",,,,,,,,,"canonical A0 governor registry",true,false
"scale:2745","2745","Rāga Sailadesakshi","7-30","b100111010101","b101010111001","{0,3,4,5,7,9,11}","3-1-1-2-2-2-1","3,4,3,5,4,2","7-30 orientation A","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Moon","1",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
