id,name,forte,orientation,chirality,bit,bitReverse,pitchSet,intervalCycle,intervalVector,maxCyclicGap,ianMainIndexAdmissible,registeredBeforeCompletion,addedByCompletion,role,fineRole,tier,office,officeIndex,universalClassification,relationalOffice,pluralityContactOffice,zPartner,sourceProvenance
631,Infra-Alt 6♭4,7-Z17,7-Z17 single orientation,achiral,b111011100100,b001001110111,"{0,1,2,4,5,6,9}",1-1-2-1-1-3-3,"4,3,4,5,4,1",3,true,true,false,anchor,anchor_D4,D4,Venus,5,d4_anchor,,,7-Z37,Preserved A0–D6 network state
953,Rāga Kalahamsa,7-Z17,7-Z17 single orientation,achiral,b100111011100,b001110111001,"{0,3,4,5,7,8,9}",3-1-1-2-1-1-3,"4,3,4,5,4,1",3,true,true,false,anchor,anchor_D4,D4,Mercury,3,d4_anchor,,,7-Z37,Preserved A0–D6 network state
1831,Dominant +♭2𝄫3,7-Z17,7-Z17 single orientation,achiral,b111001001110,b011100100111,"{0,1,2,5,8,9,10}",1-1-3-3-1-1-2,"4,3,4,5,4,1",3,true,true,false,anchor,anchor_D4,D4,Jupiter,4,d4_anchor,,,7-Z37,Preserved A0–D6 network state
2363,Unorthodox,7-Z17,7-Z17 single orientation,achiral,b110111001001,b100100111011,"{0,1,3,4,5,8,11}",1-2-1-1-3-3-1,"4,3,4,5,4,1",3,true,true,false,anchor,anchor_D4,D4,Sun,0,d4_anchor,,,7-Z37,Preserved A0–D6 network state
2963,Ionian +♭2𝄪4,7-Z17,7-Z17 single orientation,achiral,b110010011101,b101110010011,"{0,1,4,7,8,9,11}",1-3-3-1-1-2-1,"4,3,4,5,4,1",3,true,true,false,anchor,anchor_D4,D4,Saturn,6,d4_anchor,,,7-Z37,Preserved A0–D6 network state
3229,Varunapriya ♭4,7-Z17,7-Z17 single orientation,achiral,b101110010011,b110010011101,"{0,2,3,4,7,10,11}",2-1-1-3-3-1-1,"4,3,4,5,4,1",3,true,true,false,anchor,anchor_D4,D4,Mars,2,d4_anchor,,,7-Z37,Preserved A0–D6 network state
3529,Superlydian Augmented 𝄪3𝄪4,7-Z17,7-Z17 single orientation,achiral,b100100111011,b110111001001,"{0,3,6,7,8,10,11}",3-3-1-1-2-1-1,"4,3,4,5,4,1",3,true,true,false,anchor,anchor_D4,D4,Moon,1,d4_anchor,,,7-Z37,Preserved A0–D6 network state
755,Ionian ♭2♭5𝄫6𝄫7,7-Z18,7-Z18 orientation A,chiral,b110011110100,b001011110011,"{0,1,4,5,6,7,9}",1-3-1-1-1-2-3,"4,3,4,4,4,2",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Mars,,7-Z38,Preserved A0–D6 network state
815,Scale 815,7-Z18,7-Z18 orientation A,chiral,b111101001100,b001100101111,"{0,1,2,3,5,8,9}",1-1-1-2-3-1-3,"4,3,4,4,4,2",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Saturn,,7-Z38,Preserved A0–D6 network state
1945,7-Z18 rooted state 1945,7-Z18,7-Z18 orientation A,chiral,b100110011110,b011110011001,"{0,3,4,7,8,9,10}",3-1-3-1-1-1-2,"4,3,4,4,4,2",3,true,false,true,boundary,oriented_convergence,,,,oriented_convergence,Sun,,7-Z38,Independent enumeration of rooted seven-note subsets of Z12
2425,Scale 2425,7-Z18,7-Z18 orientation A,chiral,b100111101001,b100101111001,"{0,3,4,5,6,8,11}",3-1-1-1-2-3-1,"4,3,4,4,4,2",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Jupiter,,7-Z38,Preserved A0–D6 network state
2455,7-Z18 rooted state 2455,7-Z18,7-Z18 orientation A,chiral,b111010011001,b100110010111,"{0,1,2,4,7,8,11}",1-1-2-3-1-3-1,"4,3,4,4,4,2",3,true,false,true,boundary,oriented_convergence,,,,oriented_convergence,Moon,,7-Z38,Independent enumeration of rooted seven-note subsets of Z12
3275,7-Z18 rooted state 3275,7-Z18,7-Z18 orientation A,chiral,b110100110011,b110011001011,"{0,1,3,6,7,10,11}",1-2-3-1-3-1-1,"4,3,4,4,4,2",3,true,false,true,boundary,oriented_convergence,,,,oriented_convergence,Mercury,,7-Z38,Independent enumeration of rooted seven-note subsets of Z12
3685,7-Z18 rooted state 3685,7-Z18,7-Z18 orientation A,chiral,b101001100111,b111001100101,"{0,2,5,6,9,10,11}",2-3-1-3-1-1-1,"4,3,4,4,4,2",3,true,false,true,boundary,oriented_convergence,,,,oriented_convergence,Venus,,7-Z38,Independent enumeration of rooted seven-note subsets of Z12
829,7-Z18 rooted state 829,7-Z18,7-Z18 orientation B,chiral,b101111001100,b001100111101,"{0,2,3,4,5,8,9}",2-1-1-1-3-1-3,"4,3,4,4,4,2",3,true,false,true,boundary,oriented_convergence,,,,oriented_convergence,Saturn,,7-Z38,Independent enumeration of rooted seven-note subsets of Z12
979,Scale 979,7-Z18,7-Z18 orientation B,chiral,b110010111100,b001111010011,"{0,1,4,6,7,8,9}",1-3-2-1-1-1-3,"4,3,4,4,4,2",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Mars,,7-Z38,Preserved A0–D6 network state
1231,7-Z18 rooted state 1231,7-Z18,7-Z18 orientation B,chiral,b111100110010,b010011001111,"{0,1,2,3,6,7,10}",1-1-1-3-1-3-2,"4,3,4,4,4,2",3,true,false,true,boundary,oriented_convergence,,,,oriented_convergence,Moon,,7-Z38,Independent enumeration of rooted seven-note subsets of Z12
2537,Scale 2537,7-Z18,7-Z18 orientation B,chiral,b100101111001,b100111101001,"{0,3,5,6,7,8,11}",3-2-1-1-1-3-1,"4,3,4,4,4,2",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Jupiter,,7-Z38,Preserved A0–D6 network state
2663,7-Z18 rooted state 2663,7-Z18,7-Z18 orientation B,chiral,b111001100101,b101001100111,"{0,1,2,5,6,9,11}",1-1-3-1-3-2-1,"4,3,4,4,4,2",3,true,false,true,boundary,oriented_convergence,,,,oriented_convergence,Mercury,,7-Z38,Independent enumeration of rooted seven-note subsets of Z12
3379,7-Z18 rooted state 3379,7-Z18,7-Z18 orientation B,chiral,b110011001011,b110100110011,"{0,1,4,5,8,10,11}",1-3-1-3-2-1-1,"4,3,4,4,4,2",3,true,false,true,boundary,oriented_convergence,,,,oriented_convergence,Venus,,7-Z38,Independent enumeration of rooted seven-note subsets of Z12
3737,Scale 3737,7-Z18,7-Z18 orientation B,chiral,b100110010111,b111010011001,"{0,3,4,7,9,10,11}",3-1-3-2-1-1-1,"4,3,4,4,4,2",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Sun,,7-Z38,Preserved A0–D6 network state
719,1MI & 2Δ7,7-19,7-19 orientation A,chiral,b111100110100,b001011001111,"{0,1,2,3,6,7,9}",1-1-1-3-1-2-3,"4,3,4,3,4,3",3,true,true,false,boundary,office_junction,,,,office_junction,,Jupiter,,Preserved A0–D6 network state
971,Scale 971,7-19,7-19 orientation A,chiral,b110100111100,b001111001011,"{0,1,3,6,7,8,9}",1-2-3-1-1-1-3,"4,3,4,3,4,3",3,true,true,false,boundary,office_junction,,,,office_junction,,Venus,,Preserved A0–D6 network state
1657,7-19 rooted state 1657,7-19,7-19 orientation A,chiral,b100111100110,b011001111001,"{0,3,4,5,6,9,10}",3-1-1-1-3-1-2,"4,3,4,3,4,3",3,true,false,true,boundary,office_junction,,,,office_junction,,Mars,,Independent enumeration of rooted seven-note subsets of Z12
2407,7-19 rooted state 2407,7-19,7-19 orientation A,chiral,b111001101001,b100101100111,"{0,1,2,5,6,8,11}",1-1-3-1-2-3-1,"4,3,4,3,4,3",3,true,false,true,boundary,office_junction,,,,office_junction,,Saturn,,Independent enumeration of rooted seven-note subsets of Z12
2533,7-19 rooted state 2533,7-19,7-19 orientation A,chiral,b101001111001,b100111100101,"{0,2,5,6,7,8,11}",2-3-1-1-1-3-1,"4,3,4,3,4,3",3,true,false,true,boundary,office_junction,,,,office_junction,,Sun,,Independent enumeration of rooted seven-note subsets of Z12
3251,7-19 rooted state 3251,7-19,7-19 orientation A,chiral,b110011010011,b110010110011,"{0,1,4,5,7,10,11}",1-3-1-2-3-1-1,"4,3,4,3,4,3",3,true,false,true,boundary,office_junction,,,,office_junction,,Moon,,Independent enumeration of rooted seven-note subsets of Z12
3673,Scale 3673,7-19,7-19 orientation A,chiral,b100110100111,b111001011001,"{0,3,4,6,9,10,11}",3-1-2-3-1-1-1,"4,3,4,3,4,3",3,true,true,false,boundary,office_junction,,,,office_junction,,Mercury,,Preserved A0–D6 network state
847,Scale 847,7-19,7-19 orientation B,chiral,b111100101100,b001101001111,"{0,1,2,3,6,8,9}",1-1-1-3-2-1-3,"4,3,4,3,4,3",3,true,true,false,boundary,office_junction,,,,office_junction,,Mercury,,Preserved A0–D6 network state
973,7-19 rooted state 973,7-19,7-19 orientation B,chiral,b101100111100,b001111001101,"{0,2,3,6,7,8,9}",2-1-3-1-1-1-3,"4,3,4,3,4,3",3,true,false,true,boundary,office_junction,,,,office_junction,,Jupiter,,Independent enumeration of rooted seven-note subsets of Z12
1267,7-19 rooted state 1267,7-19,7-19 orientation B,chiral,b110011110010,b010011110011,"{0,1,4,5,6,7,10}",1-3-1-1-1-3-2,"4,3,4,3,4,3",3,true,false,true,boundary,office_junction,,,,office_junction,,Saturn,,Independent enumeration of rooted seven-note subsets of Z12
2471,7-19 rooted state 2471,7-19,7-19 orientation B,chiral,b111001011001,b100110100111,"{0,1,2,5,7,8,11}",1-1-3-2-1-3-1,"4,3,4,3,4,3",3,true,false,true,boundary,office_junction,,,,office_junction,,Venus,,Independent enumeration of rooted seven-note subsets of Z12
2681,Scale 2681,7-19,7-19 orientation B,chiral,b100111100101,b101001111001,"{0,3,4,5,6,9,11}",3-1-1-1-3-2-1,"4,3,4,3,4,3",3,true,true,false,boundary,office_junction,,,,office_junction,,Moon,,Preserved A0–D6 network state
3283,7-19 rooted state 3283,7-19,7-19 orientation B,chiral,b110010110011,b110011010011,"{0,1,4,6,7,10,11}",1-3-2-1-3-1-1,"4,3,4,3,4,3",3,true,false,true,boundary,office_junction,,,,office_junction,,Sun,,Independent enumeration of rooted seven-note subsets of Z12
3689,Scale 3689,7-19,7-19 orientation B,chiral,b100101100111,b111001101001,"{0,3,5,6,9,10,11}",3-2-1-3-1-1-1,"4,3,4,3,4,3",3,true,true,false,boundary,office_junction,,,,office_junction,,Mars,,Preserved A0–D6 network state
743,Phrygian Hungarian Minor,7-20,7-20 orientation A,chiral,b111001110100,b001011100111,"{0,1,2,5,6,7,9}",1-1-3-1-1-2-3,"4,3,3,4,5,2",3,true,true,false,satellite,satellite_D1,D1,Moon,1,d1_satellite,,,,Preserved A0–D6 network state
919,Chromatic Phrygian Inverse,7-20,7-20 orientation A,chiral,b111010011100,b001110010111,"{0,1,2,4,7,8,9}",1-1-2-3-1-1-3,"4,3,3,4,5,2",3,true,true,false,satellite,satellite_D1,D1,Sun,0,d1_satellite,,,,Preserved A0–D6 network state
1849,Rāga Dvigandharabushini,7-20,7-20 orientation A,chiral,b100111001110,b011100111001,"{0,3,4,5,8,9,10}",3-1-1-3-1-1-2,"4,3,3,4,5,2",3,true,true,false,satellite,satellite_D1,D1,Saturn,6,d1_satellite,,,,Preserved A0–D6 network state
2419,Rāga Suddha Pancama,7-20,7-20 orientation A,chiral,b110011101001,b100101110011,"{0,1,4,5,6,8,11}",1-3-1-1-2-3-1,"4,3,3,4,5,2",3,true,true,false,satellite,satellite_D1,D1,Mercury,3,d1_satellite,,,,Preserved A0–D6 network state
2507,Chromatic Lydian Inverse,7-20,7-20 orientation A,chiral,b110100111001,b100111001011,"{0,1,3,6,7,8,11}",1-2-3-1-1-3-1,"4,3,3,4,5,2",3,true,true,false,satellite,satellite_D1,D1,Mars,2,d1_satellite,,,,Preserved A0–D6 network state
3257,Rāga Madhuranjani,7-20,7-20 orientation A,chiral,b100111010011,b110010111001,"{0,3,4,5,7,10,11}",3-1-1-2-3-1-1,"4,3,3,4,5,2",3,true,true,false,satellite,satellite_D1,D1,Venus,5,d1_satellite,,,,Preserved A0–D6 network state
3301,Rāga Loom Sarang,7-20,7-20 orientation A,chiral,b101001110011,b110011100101,"{0,2,5,6,7,10,11}",2-3-1-1-3-1-1,"4,3,3,4,5,2",3,true,true,false,satellite,satellite_D1,D1,Jupiter,4,d1_satellite,,,,Preserved A0–D6 network state
925,Chromatic Hypodorian,7-20,7-20 orientation B,chiral,b101110011100,b001110011101,"{0,2,3,4,7,8,9}",2-1-1-3-1-1-3,"4,3,3,4,5,2",3,true,true,false,satellite,satellite_D1,D1,Sun,0,d1_satellite,,,,Preserved A0–D6 network state
935,Kanakangi,7-20,7-20 orientation B,chiral,b111001011100,b001110100111,"{0,1,2,5,7,8,9}",1-1-3-2-1-1-3,"4,3,3,4,5,2",3,true,true,false,satellite,satellite_D1,D1,Moon,1,d1_satellite,,,,Preserved A0–D6 network state
1255,Chromatic Mixolydian,7-20,7-20 orientation B,chiral,b111001110010,b010011100111,"{0,1,2,5,6,7,10}",1-1-3-1-1-3-2,"4,3,3,4,5,2",3,true,true,false,satellite,satellite_D1,D1,Mars,2,d1_satellite,,,,Preserved A0–D6 network state
2515,Chromatic Hypolydian,7-20,7-20 orientation B,chiral,b110010111001,b100111010011,"{0,1,4,6,7,8,11}",1-3-2-1-1-3-1,"4,3,3,4,5,2",3,true,true,false,satellite,satellite_D1,D1,Mercury,3,d1_satellite,,,,Preserved A0–D6 network state
2675,Chromatic Lydian,7-20,7-20 orientation B,chiral,b110011100101,b101001110011,"{0,1,4,5,6,9,11}",1-3-1-1-3-2-1,"4,3,3,4,5,2",3,true,true,false,satellite,satellite_D1,D1,Jupiter,4,d1_satellite,,,,Preserved A0–D6 network state
3305,Chromatic Hypophrygian,7-20,7-20 orientation B,chiral,b100101110011,b110011101001,"{0,3,5,6,7,10,11}",3-2-1-1-3-1-1,"4,3,3,4,5,2",3,true,true,false,satellite,satellite_D1,D1,Venus,5,d1_satellite,,,,Preserved A0–D6 network state
3385,Chromatic Phrygian,7-20,7-20 orientation B,chiral,b100111001011,b110100111001,"{0,3,4,5,8,10,11}",3-1-1-3-2-1-1,"4,3,3,4,5,2",3,true,true,false,satellite,satellite_D1,D1,Saturn,6,d1_satellite,,,,Preserved A0–D6 network state
823,Scale 823,7-21,7-21 orientation A,chiral,b111011001100,b001100110111,"{0,1,2,4,5,8,9}",1-1-2-1-3-1-3,"4,2,4,6,4,1",3,true,true,false,boundary,office_junction,,,,office_junction,,Mercury,,Preserved A0–D6 network state
883,Scale 883,7-21,7-21 orientation A,chiral,b110011101100,b001101110011,"{0,1,4,5,6,8,9}",1-3-1-1-2-1-3,"4,2,4,6,4,1",3,true,true,false,boundary,office_junction,,,,office_junction,,Saturn,,Preserved A0–D6 network state
1843,7-21 rooted state 1843,7-21,7-21 orientation A,chiral,b110011001110,b011100110011,"{0,1,4,5,8,9,10}",1-3-1-3-1-1-2,"4,2,4,6,4,1",3,true,false,true,boundary,office_junction,,,,office_junction,,Mars,,Independent enumeration of rooted seven-note subsets of Z12
2459,7-21 rooted state 2459,7-21,7-21 orientation A,chiral,b110110011001,b100110011011,"{0,1,3,4,7,8,11}",1-2-1-3-1-3-1,"4,2,4,6,4,1",3,true,false,true,boundary,office_junction,,,,office_junction,,Venus,,Independent enumeration of rooted seven-note subsets of Z12
2489,Scale 2489,7-21,7-21 orientation A,chiral,b100111011001,b100110111001,"{0,3,4,5,7,8,11}",3-1-1-2-1-3-1,"4,2,4,6,4,1",3,true,true,false,boundary,office_junction,,,,office_junction,,Moon,,Preserved A0–D6 network state
2969,Scale 2969,7-21,7-21 orientation A,chiral,b100110011101,b101110011001,"{0,3,4,7,8,9,11}",3-1-3-1-1-2-1,"4,2,4,6,4,1",3,true,true,false,boundary,office_junction,,,,office_junction,,Jupiter,,Preserved A0–D6 network state
3277,7-21 rooted state 3277,7-21,7-21 orientation A,chiral,b101100110011,b110011001101,"{0,2,3,6,7,10,11}",2-1-3-1-3-1-1,"4,2,4,6,4,1",3,true,false,true,boundary,office_junction,,,,office_junction,,Sun,,Independent enumeration of rooted seven-note subsets of Z12
827,Scale 827,7-21,7-21 orientation B,chiral,b110111001100,b001100111011,"{0,1,3,4,5,8,9}",1-2-1-1-3-1-3,"4,2,4,6,4,1",3,true,true,false,boundary,office_junction,,,,office_junction,,Mars,,Preserved A0–D6 network state
947,Scale 947,7-21,7-21 orientation B,chiral,b110011011100,b001110110011,"{0,1,4,5,7,8,9}",1-3-1-2-1-1-3,"4,2,4,6,4,1",3,true,true,false,boundary,office_junction,,,,office_junction,,Venus,,Preserved A0–D6 network state
1639,7-21 rooted state 1639,7-21,7-21 orientation B,chiral,b111001100110,b011001100111,"{0,1,2,5,6,9,10}",1-1-3-1-3-1-2,"4,2,4,6,4,1",3,true,false,true,boundary,office_junction,,,,office_junction,,Saturn,,Independent enumeration of rooted seven-note subsets of Z12
2461,7-21 rooted state 2461,7-21,7-21 orientation B,chiral,b101110011001,b100110011101,"{0,2,3,4,7,8,11}",2-1-1-3-1-3-1,"4,2,4,6,4,1",3,true,false,true,boundary,office_junction,,,,office_junction,,Jupiter,,Independent enumeration of rooted seven-note subsets of Z12
2521,Scale 2521,7-21,7-21 orientation B,chiral,b100110111001,b100111011001,"{0,3,4,6,7,8,11}",3-1-2-1-1-3-1,"4,2,4,6,4,1",3,true,true,false,boundary,office_junction,,,,office_junction,,Sun,,Preserved A0–D6 network state
2867,7-21 rooted state 2867,7-21,7-21 orientation B,chiral,b110011001101,b101100110011,"{0,1,4,5,8,9,11}",1-3-1-3-1-2-1,"4,2,4,6,4,1",3,true,false,true,boundary,office_junction,,,,office_junction,,Moon,,Independent enumeration of rooted seven-note subsets of Z12
3481,Scale 3481,7-21,7-21 orientation B,chiral,b100110011011,b110110011001,"{0,3,4,7,8,10,11}",3-1-3-1-2-1-1,"4,2,4,6,4,1",3,true,true,false,boundary,office_junction,,,,office_junction,,Mercury,,Preserved A0–D6 network state
871,Locrian 𝄫3𝄫7,7-22,7-22 single orientation,achiral,b111001101100,b001101100111,"{0,1,2,5,6,8,9}",1-1-3-1-2-1-3,"4,2,4,5,4,2",3,true,true,false,anchor,anchor_D1,D1,Moon,1,d1_anchor,,,,Preserved A0–D6 network state
923,Alt ♮5𝄫7,7-22,7-22 single orientation,achiral,b110110011100,b001110011011,"{0,1,3,4,7,8,9}",1-2-1-3-1-1-3,"4,2,4,5,4,2",3,true,true,false,anchor,anchor_D1,D1,Sun,0,d1_anchor,,,,Preserved A0–D6 network state
1651,Tsinganikos,7-22,7-22 single orientation,achiral,b110011100110,b011001110011,"{0,1,4,5,6,9,10}",1-3-1-1-3-1-2,"4,2,4,5,4,2",3,true,true,false,anchor,anchor_D1,D1,Jupiter,4,d1_anchor,,,,Preserved A0–D6 network state
2483,Double Harmonic,7-22,7-22 single orientation,achiral,b110011011001,b100110110011,"{0,1,4,5,7,8,11}",1-3-1-2-1-3-1,"4,2,4,5,4,2",3,true,true,false,anchor,anchor_D1,D1,Mercury,3,d1_anchor,,,,Preserved A0–D6 network state
2509,Double Harmonic Minor,7-22,7-22 single orientation,achiral,b101100111001,b100111001101,"{0,2,3,6,7,8,11}",2-1-3-1-1-3-1,"4,2,4,5,4,2",3,true,true,false,anchor,anchor_D1,D1,Mars,2,d1_anchor,,,,Preserved A0–D6 network state
2873,Ionian Augmented ♯2,7-22,7-22 single orientation,achiral,b100111001101,b101100111001,"{0,3,4,5,8,9,11}",3-1-1-3-1-2-1,"4,2,4,5,4,2",3,true,true,false,anchor,anchor_D1,D1,Saturn,6,d1_anchor,,,,Preserved A0–D6 network state
3289,Rasikapriya,7-22,7-22 single orientation,achiral,b100110110011,b110011011001,"{0,3,4,6,7,10,11}",3-1-2-1-3-1-1,"4,2,4,5,4,2",3,true,true,false,anchor,anchor_D1,D1,Venus,5,d1_anchor,,,,Preserved A0–D6 network state
701,Alt ♮2♭♭567,7-23,7-23 orientation A,chiral,b101111010100,b001010111101,"{0,2,3,4,5,7,9}",2-1-1-1-2-2-3,"3,5,4,3,5,1",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Jupiter,,,Preserved A0–D6 network state
1199,Alt ♭♭3♭♭4♭♭5♭♭6,7-23,7-23 orientation A,chiral,b111101010010,b010010101111,"{0,1,2,3,5,7,10}",1-1-1-2-2-3-2,"3,5,4,3,5,1",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Saturn,,,Preserved A0–D6 network state
1513,Lydian ♭7♭6♯2♯3,7-23,7-23 orientation A,chiral,b100101111010,b010111101001,"{0,3,5,6,7,8,10}",3-2-1-1-1-2-2,"3,5,4,3,5,1",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Mars,,,Preserved A0–D6 network state
1957,Dominant +♯3𝄪4,7-23,7-23 orientation A,chiral,b101001011110,b011110100101,"{0,2,5,7,8,9,10}",2-3-2-1-1-1-2,"3,5,4,3,5,1",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Sun,,,Preserved A0–D6 network state
2647,Bohemian,7-23,7-23 orientation A,chiral,b111010100101,b101001010111,"{0,1,2,4,6,9,11}",1-1-2-2-3-2-1,"3,5,4,3,5,1",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Moon,,,Preserved A0–D6 network state
3371,Neapolitan Maj ♯5♯6,7-23,7-23 orientation A,chiral,b110101001011,b110100101011,"{0,1,3,5,8,10,11}",1-2-2-3-2-1-1,"3,5,4,3,5,1",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Mercury,,,Preserved A0–D6 network state
3733,Ionian 𝄪4𝄪5♯6,7-23,7-23 orientation A,chiral,b101010010111,b111010010101,"{0,2,4,7,9,10,11}",2-2-3-2-1-1-1,"3,5,4,3,5,1",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Venus,,,Preserved A0–D6 network state
757,Lipsean Mode II,7-23,7-23 orientation B,chiral,b101011110100,b001011110101,"{0,2,4,5,6,7,9}",2-2-1-1-1-2-3,"3,5,4,3,5,1",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Jupiter,,,Preserved A0–D6 network state
1213,Alt ♮2♭♭5♭6,7-23,7-23 orientation B,chiral,b101111010010,b010010111101,"{0,2,3,4,5,7,10}",2-1-1-1-2-3-2,"3,5,4,3,5,1",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Saturn,,,Preserved A0–D6 network state
1327,Lipsean Mode IV,7-23,7-23 orientation B,chiral,b111101001010,b010100101111,"{0,1,2,3,5,8,10}",1-1-1-2-3-2-2,"3,5,4,3,5,1",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Moon,,,Preserved A0–D6 network state
1961,Dominant +♯2♯3𝄪4,7-23,7-23 orientation B,chiral,b100101011110,b011110101001,"{0,3,5,7,8,9,10}",3-2-2-1-1-1-2,"3,5,4,3,5,1",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Mars,,,Preserved A0–D6 network state
2711,Erratic,7-23,7-23 orientation B,chiral,b111010010101,b101010010111,"{0,1,2,4,7,9,11}",1-1-2-3-2-2-1,"3,5,4,3,5,1",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Mercury,,,Preserved A0–D6 network state
3403,Enigmatic Minor,7-23,7-23 orientation B,chiral,b110100101011,b110101001011,"{0,1,3,6,8,10,11}",1-2-3-2-2-1-1,"3,5,4,3,5,1",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Venus,,,Preserved A0–D6 network state
3749,Rāga Sorati,7-23,7-23 orientation B,chiral,b101001010111,b111010100101,"{0,2,5,7,9,10,11}",2-3-2-2-1-1-1,"3,5,4,3,5,1",3,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Sun,,,Preserved A0–D6 network state
687,Alt ♭♭3♭♭4♭♭5♭♭6♭♭7,7-24,7-24 orientation A,chiral,b111101010100,b001010101111,"{0,1,2,3,5,7,9}",1-1-1-2-2-2-3,"3,5,3,4,4,2",3,true,true,false,satellite,satellite_A2,A2,Saturn,6,a2_satellite,,,,Preserved A0–D6 network state
1401,Major Locrian ♯2,7-24,7-24 orientation A,chiral,b100111101010,b010101111001,"{0,3,4,5,6,8,10}",3-1-1-1-2-2-2,"3,5,3,4,4,2",3,true,true,false,satellite,satellite_A2,A2,Jupiter,4,a2_satellite,,,,Preserved A0–D6 network state
1509,Lydian Minor ♯3,7-24,7-24 orientation A,chiral,b101001111010,b010111100101,"{0,2,5,6,7,8,10}",2-3-1-1-1-2-2,"3,5,3,4,4,2",3,true,true,false,satellite,satellite_A2,A2,Mars,2,a2_satellite,,,,Preserved A0–D6 network state
1941,Dominant +𝄪4,7-24,7-24 orientation A,chiral,b101010011110,b011110010101,"{0,2,4,7,8,9,10}",2-2-3-1-1-1-2,"3,5,3,4,4,2",3,true,true,false,satellite,satellite_A2,A2,Sun,0,a2_satellite,,,,Preserved A0–D6 network state
2391,Phlegmatic,7-24,7-24 orientation A,chiral,b111010101001,b100101010111,"{0,1,2,4,6,8,11}",1-1-2-2-2-3-1,"3,5,3,4,4,2",3,true,true,false,satellite,satellite_A2,A2,Moon,1,a2_satellite,,,,Preserved A0–D6 network state
3243,Mela Rupavati,7-24,7-24 orientation A,chiral,b110101010011,b110010101011,"{0,1,3,5,7,10,11}",1-2-2-2-3-1-1,"3,5,3,4,4,2",3,true,true,false,satellite,satellite_A2,A2,Mercury,3,a2_satellite,,,,Preserved A0–D6 network state
3669,Ionian ♯4𝄪5♯6,7-24,7-24 orientation A,chiral,b101010100111,b111001010101,"{0,2,4,6,9,10,11}",2-2-2-3-1-1-1,"3,5,3,4,4,2",3,true,true,false,satellite,satellite_A2,A2,Venus,5,a2_satellite,,,,Preserved A0–D6 network state
981,Mela Kantamani,7-24,7-24 orientation B,chiral,b101010111100,b001111010101,"{0,2,4,6,7,8,9}",2-2-2-1-1-1-3,"3,5,3,4,4,2",3,true,true,false,satellite,satellite_A2,A2,Mars,2,a2_satellite,,,,Preserved A0–D6 network state
1269,Major Locrian ♭♭6,7-24,7-24 orientation B,chiral,b101011110010,b010011110101,"{0,2,4,5,6,7,10}",2-2-1-1-1-3-2,"3,5,3,4,4,2",3,true,true,false,satellite,satellite_A2,A2,Jupiter,4,a2_satellite,,,,Preserved A0–D6 network state
1341,Alt ♮2♭♭5,7-24,7-24 orientation B,chiral,b101111001010,b010100111101,"{0,2,3,4,5,8,10}",2-1-1-1-3-2-2,"3,5,3,4,4,2",3,true,true,false,satellite,satellite_A2,A2,Saturn,6,a2_satellite,,,,Preserved A0–D6 network state
1359,"Alt double-flat 3, double-flat 4",7-24,7-24 orientation B,chiral,b111100101010,b010101001111,"{0,1,2,3,6,8,10}",1-1-1-3-2-2-2,"3,5,3,4,4,2",3,true,true,false,satellite,satellite_A2,A2,Moon,1,a2_satellite,,,,Preserved A0–D6 network state
2727,Rāga Manoranjani,7-24,7-24 orientation B,chiral,b111001010101,b101010100111,"{0,1,2,5,7,9,11}",1-1-3-2-2-2-1,"3,5,3,4,4,2",3,true,true,false,satellite,satellite_A2,A2,Mercury,3,a2_satellite,,,,Preserved A0–D6 network state
3411,Enigmatic,7-24,7-24 orientation B,chiral,b110010101011,b110101010011,"{0,1,4,6,8,10,11}",1-3-2-2-2-1-1,"3,5,3,4,4,2",3,true,true,false,satellite,satellite_A2,A2,Venus,5,a2_satellite,,,,Preserved A0–D6 network state
3753,Superaugmented ♯3𝄪4𝄪5,7-24,7-24 orientation B,chiral,b100101010111,b111010101001,"{0,3,5,7,9,10,11}",3-2-2-2-1-1-1,"3,5,3,4,4,2",3,true,true,false,satellite,satellite_A2,A2,Sun,0,a2_satellite,,,,Preserved A0–D6 network state
