application_id,source_id,source_name,source_role,source_tier,source_office,target_id,target_name,target_role,target_tier,target_office,canonical_modal_successor_projected,structural_edge_ids,projection_status
M:3253:1837,3253,Mela Naganandini,satellite,A0,Moon,1837,Dorian Augmented,satellite,A0,Mercury,false,,unprojected_formal_modal_application
M:3257:919,3257,Rāga Madhuranjani,satellite,D1,Venus,919,Chromatic Phrygian Inverse,satellite,D1,Sun,false,,unprojected_formal_modal_application
M:3271:3683,3271,Mela Raghupriya,satellite,D5,Mercury,3683,Phrygian +♯35,satellite,D5,Venus,true,modal:D5-satellite:7-6:2:3271:3683,canonical_modal_edge_projected
M:3275:3685,3275,7-Z18 rooted state 3275,boundary,,,3685,7-Z18 rooted state 3685,boundary,,,false,,unprojected_formal_modal_application
M:3277:1843,3277,7-21 rooted state 3277,boundary,,,1843,7-21 rooted state 1843,boundary,,,false,,unprojected_formal_modal_application
M:3283:3689,3283,7-19 rooted state 3283,boundary,,,3689,Scale 3689,boundary,,,false,,unprojected_formal_modal_application
M:3285:1845,3285,Mela Citrambari,satellite,A0,Sun,1845,Mixolydian Augmented,satellite,A0,Mars,false,,unprojected_formal_modal_application
M:3289:923,3289,Rasikapriya,anchor,D1,Venus,923,Alt ♮5𝄫7,anchor,D1,Sun,true,modal:D1:3289:923,canonical_modal_edge_projected
M:3299:3697,3299,Scale 3299,satellite,D2,Sun,3697,Scale 3697,satellite,D2,Mars,true,modal:D2-satellite:7-7:2:3299:3697,canonical_modal_edge_projected
M:3301:1849,3301,Rāga Loom Sarang,satellite,D1,Jupiter,1849,Rāga Dvigandharabushini,satellite,D1,Saturn,false,,unprojected_formal_modal_application
M:3305:925,3305,Chromatic Hypophrygian,satellite,D1,Venus,925,Chromatic Hypodorian,satellite,D1,Sun,false,,unprojected_formal_modal_application
M:3313:463,3313,Scale 3313,satellite,D2,Mars,463,Scale 463,satellite,D2,Jupiter,true,modal:D2-satellite:7-7:1:3313:463,canonical_modal_edge_projected
M:3343:3719,3343,Phrygian +34,satellite,D6,Mercury,3719,Phrygian +𝄫3𝄪45,satellite,D6,Venus,true,modal:D6-satellite:7-2:2:3343:3719,canonical_modal_edge_projected
M:3351:3723,3351,Crater Scale,anchor,D6,Mercury,3723,Phrygian +45,anchor,D6,Venus,true,modal:D6:3351:3723,canonical_modal_edge_projected
M:3355:3725,3355,Phrygian +♭4,satellite,D3,Mercury,3725,Eurean Mode VI,satellite,D3,Venus,true,modal:D3-satellite:7-11:2:3355:3725,canonical_modal_edge_projected
M:3357:1863,3357,Scale 3357,satellite,D4,Mars,1863,Scale 1863,satellite,D4,Jupiter,true,modal:D4-satellite:7-13:2:3357:1863,canonical_modal_edge_projected
M:3367:3731,3367,Neapolitan Major 3♯5♯6,satellite,D5,Mercury,3731,Aeryrian,satellite,D5,Venus,true,modal:D5-satellite:7-10:2:3367:3731,canonical_modal_edge_projected
M:3371:3733,3371,Neapolitan Maj ♯5♯6,boundary,,,3733,Ionian 𝄪4𝄪5♯6,boundary,,,false,,unprojected_formal_modal_application
M:3373:1867,3373,Melodic +♯6,boundary,,,1867,Lydian 7+♭23,boundary,,,false,,unprojected_formal_modal_application
M:3379:3737,3379,7-Z18 rooted state 3379,boundary,,,3737,Scale 3737,boundary,,,false,,unprojected_formal_modal_application
M:3381:1869,3381,Ionian +♯6,satellite,A2,Venus,1869,Lydian 7+♭3,satellite,A2,Sun,false,,unprojected_formal_modal_application
M:3385:935,3385,Chromatic Phrygian,satellite,D1,Saturn,935,Kanakangi,satellite,D1,Moon,false,,unprojected_formal_modal_application
M:3399:3747,3399,Phrygian +𝄫3,boundary,,,3747,Superlydian Augmented ♭2𝄪4𝄪5,boundary,,,false,,unprojected_formal_modal_application
M:3403:3749,3403,Enigmatic Minor,boundary,,,3749,Rāga Sorati,boundary,,,false,,unprojected_formal_modal_application
M:3405:1875,3405,Phrygian +♮2,satellite,A2,Venus,1875,Persichetti,satellite,A2,Sun,false,,unprojected_formal_modal_application
M:3411:3753,3411,Enigmatic,satellite,A2,Venus,3753,Superaugmented ♯3𝄪4𝄪5,satellite,A2,Sun,false,,unprojected_formal_modal_application
M:3413:1877,3413,Leading Whole-Tone,anchor,A2,Venus,1877,Aeroptian,anchor,A2,Sun,true,modal:A2:3413:1877,canonical_modal_edge_projected
M:3417:939,3417,Lydian +♯26,satellite,A0,Mercury,939,Rāga Malini,satellite,A0,Venus,false,,unprojected_formal_modal_application
M:3427:3761,3427,Phrygian +♯3,boundary,,,3761,Rāga Madhuri,boundary,,,false,,unprojected_formal_modal_application
M:3429:1881,3429,Lydian +♯36,satellite,A2,Venus,1881,Lydian 7+♯2,satellite,A2,Sun,false,,unprojected_formal_modal_application
M:3433:941,3433,Superlydian Augmented,satellite,A0,Mars,941,Rāga Jhankara Bhramavi,satellite,A0,Jupiter,false,,unprojected_formal_modal_application
M:3441:471,3441,Superlydian Augmented ♯2,anchor,D2,Mars,471,Alt 3·6·♭7,anchor,D2,Jupiter,true,modal:D2:3441:471,canonical_modal_edge_projected
M:3463:3779,3463,7-4 rooted state 3463,boundary,,,3779,7-4 rooted state 3779,boundary,,,false,,unprojected_formal_modal_application
M:3467:3781,3467,Phrygian +𝄪4,satellite,D3,Venus,3781,Kaikian Mode VII,satellite,D3,Sun,true,modal:D3-satellite:7-11:1:3467:3781,canonical_modal_edge_projected
M:3469:1891,3469,Melodic +♯6𝄪4,anchor,D3,Venus,1891,Hijaz Major,anchor,D3,Sun,true,modal:D3:3469:1891,canonical_modal_edge_projected
M:3475:3785,3475,Enigmatic 𝄪4,satellite,D4,Saturn,3785,Scale 3785,satellite,D4,Moon,true,modal:D4-satellite:7-16:2:3475:3785,canonical_modal_edge_projected
M:3477:1893,3477,Ionian +♯64,satellite,A2,Venus,1893,Lydian 7+♯3,satellite,A2,Sun,false,,unprojected_formal_modal_application
M:3481:947,3481,Scale 3481,boundary,,,947,Scale 947,boundary,,,false,,unprojected_formal_modal_application
M:3491:3793,3491,Superlydian Augmented ♭2𝄪4,boundary,,,3793,Superlydian Augmented 𝄪2𝄪3𝄪4𝄪5,boundary,,,false,,unprojected_formal_modal_application
M:3493:1897,3493,Ionian +♯3♯6𝄪4,boundary,,,1897,Lydian 7+♯23,boundary,,,false,,unprojected_formal_modal_application
M:3497:949,3497,Superlydian Augmented 𝄪4,satellite,A1,Moon,949,Mararanjani,satellite,A1,Mercury,false,,unprojected_formal_modal_application
M:3505:475,3505,Superlydian Augmented 24,satellite,D2,Mars,475,Alt 6♭7,satellite,D2,Jupiter,true,modal:D2-satellite:7-Z38:2:3505:475,canonical_modal_edge_projected
M:3523:3809,3523,7-5 rooted state 3523,boundary,,,3809,Borean Mode I,boundary,,,false,,unprojected_formal_modal_application
M:3525:1905,3525,Scale 3525,satellite,D4,Moon,1905,Lydian 7+♯3𝄪2,satellite,D4,Mercury,true,modal:D4-satellite:7-13:1:3525:1905,canonical_modal_edge_projected
M:3529:953,3529,Superlydian Augmented 𝄪3𝄪4,anchor,D4,Moon,953,Rāga Kalahamsa,anchor,D4,Mercury,true,modal:D4:3529:953,canonical_modal_edge_projected
M:3537:477,3537,Scale 3537,satellite,D4,Moon,477,Alt ♮2𝄫6♭𝄫7,satellite,D4,Mercury,true,modal:D4-satellite:7-13:2:3537:477,canonical_modal_edge_projected
M:3553:239,3553,Scale 3553,boundary,,,239,Infra-Alt 6𝄫𝄫7,boundary,,,false,,unprojected_formal_modal_application
M:3599:3847,3599,7-1 terminal cluster state 3599,anchor,D7,Mercury,3847,7-1 terminal cluster state 3847,anchor,D7,Venus,true,modal:D7:3599:3847,canonical_modal_edge_projected
M:3607:3851,3607,Alt ♮7♯653,satellite,D6,Mercury,3851,Phrygian +5♯4,satellite,D6,Venus,true,modal:D6-satellite:7-2:1:3607:3851,canonical_modal_edge_projected
M:3611:3853,3611,7-4 rooted state 3611,boundary,,,3853,7-4 rooted state 3853,boundary,,,false,,unprojected_formal_modal_application
M:3613:1927,3613,7-5 rooted state 3613,boundary,,,1927,7-5 rooted state 1927,boundary,,,false,,unprojected_formal_modal_application
M:3623:3859,3623,7-3 rooted state 3623,boundary,,,3859,7-3 rooted state 3859,boundary,,,false,,unprojected_formal_modal_application
M:3627:3861,3627,Neapolitan Maj 5♯6,boundary,,,3861,Ionian ♯45♯6,boundary,,,false,,unprojected_formal_modal_application
M:3629:1931,3629,Melodic 𝄪5♯6,boundary,,,1931,Dorian +♭2𝄪4,boundary,,,false,,unprojected_formal_modal_application
M:3635:3865,3635,Ionian ♭25♯6,satellite,D5,Venus,3865,Ionian ♯2♯45♯6,satellite,D5,Sun,true,modal:D5-satellite:7-6:1:3635:3865,canonical_modal_edge_projected
M:3637:1933,3637,Rāga Rageshri,boundary,,,1933,Dorian +𝄪4,boundary,,,false,,unprojected_formal_modal_application
M:3641:967,3641,Ionian ♯2𝄪5♯6,satellite,D2,Mercury,967,Scale 967,satellite,D2,Venus,true,modal:D2-satellite:7-7:1:3641:967,canonical_modal_edge_projected
M:3655:3875,3655,7-3 rooted state 3655,boundary,,,3875,7-3 rooted state 3875,boundary,,,false,,unprojected_formal_modal_application
M:3659:3877,3659,Phrygian +5,satellite,D5,Venus,3877,Ionian ♯3♯45♯6,satellite,D5,Sun,true,modal:D5-satellite:7-10:1:3659:3877,canonical_modal_edge_projected
M:3661:1939,3661,Melodic ♯4𝄪5♯6,satellite,D4,Jupiter,1939,Dominant +♭2𝄪4,satellite,D4,Saturn,true,modal:D4-satellite:7-16:1:3661:1939,canonical_modal_edge_projected
M:3667:3881,3667,Lydian ♭25♯6,anchor,D5,Venus,3881,Tanarupi III,anchor,D5,Sun,true,modal:D5:3667:3881,canonical_modal_edge_projected
M:3669:1941,3669,Ionian ♯4𝄪5♯6,satellite,A2,Venus,1941,Dominant +𝄪4,satellite,A2,Sun,false,,unprojected_formal_modal_application
M:3673:971,3673,Scale 3673,boundary,,,971,Scale 971,boundary,,,false,,unprojected_formal_modal_application
M:3683:3889,3683,Phrygian +♯35,satellite,D5,Venus,3889,Raghupriya III,satellite,D5,Sun,true,modal:D5-satellite:7-6:2:3683:3889,canonical_modal_edge_projected
M:3685:1945,3685,7-Z18 rooted state 3685,boundary,,,1945,7-Z18 rooted state 1945,boundary,,,false,,unprojected_formal_modal_application
M:3689:973,3689,Scale 3689,boundary,,,973,7-19 rooted state 973,boundary,,,false,,unprojected_formal_modal_application
M:3697:487,3697,Scale 3697,satellite,D2,Mars,487,Scale 487,satellite,D2,Jupiter,true,modal:D2-satellite:7-7:2:3697:487,canonical_modal_edge_projected
M:3719:3907,3719,Phrygian +𝄫3𝄪45,satellite,D6,Venus,3907,YUTian,satellite,D6,Sun,true,modal:D6-satellite:7-2:2:3719:3907,canonical_modal_edge_projected
M:3723:3909,3723,Phrygian +45,anchor,D6,Venus,3909,Superlydian Augmented ♮235♯4,anchor,D6,Sun,true,modal:D6:3723:3909,canonical_modal_edge_projected
M:3725:1955,3725,Eurean Mode VI,satellite,D3,Venus,1955,Dominant +♭2♯3𝄪4,satellite,D3,Sun,true,modal:D3-satellite:7-11:2:3725:1955,canonical_modal_edge_projected
M:3731:3913,3731,Aeryrian,satellite,D5,Venus,3913,Bonian,satellite,D5,Sun,true,modal:D5-satellite:7-10:2:3731:3913,canonical_modal_edge_projected
M:3733:1957,3733,Ionian 𝄪4𝄪5♯6,boundary,,,1957,Dominant +♯3𝄪4,boundary,,,false,,unprojected_formal_modal_application
M:3737:979,3737,Scale 3737,boundary,,,979,Scale 979,boundary,,,false,,unprojected_formal_modal_application
M:3747:3921,3747,Superlydian Augmented ♭2𝄪4𝄪5,boundary,,,3921,Superlydian Augmented 23♯45,boundary,,,false,,unprojected_formal_modal_application
M:3749:1961,3749,Rāga Sorati,boundary,,,1961,Dominant +♯2♯3𝄪4,boundary,,,false,,unprojected_formal_modal_application
M:3753:981,3753,Superaugmented ♯3𝄪4𝄪5,satellite,A2,Sun,981,Mela Kantamani,satellite,A2,Mars,false,,unprojected_formal_modal_application
M:3761:491,3761,Rāga Madhuri,boundary,,,491,Locrian ♭♭6♭♭♭7,boundary,,,false,,unprojected_formal_modal_application
M:3779:3937,3779,7-4 rooted state 3779,boundary,,,3937,Scale 3937,boundary,,,false,,unprojected_formal_modal_application
M:3781:1969,3781,Kaikian Mode VII,satellite,D3,Sun,1969,Dominant +♯3𝄪2♭4,satellite,D3,Mars,true,modal:D3-satellite:7-11:1:3781:1969,canonical_modal_edge_projected
M:3785:985,3785,Scale 3785,satellite,D4,Moon,985,Scale 985,satellite,D4,Mercury,true,modal:D4-satellite:7-16:2:3785:985,canonical_modal_edge_projected
M:3793:493,3793,Superlydian Augmented 𝄪2𝄪3𝄪4𝄪5,boundary,,,493,Locrian ♮2♭♭6♭♭♭7,boundary,,,false,,unprojected_formal_modal_application
M:3809:247,3809,Borean Mode I,boundary,,,247,Scale 247,boundary,,,false,,unprojected_formal_modal_application
M:3847:3971,3847,7-1 terminal cluster state 3847,anchor,D7,Venus,3971,7-1 terminal cluster state 3971,anchor,D7,Sun,true,modal:D7:3847:3971,canonical_modal_edge_projected
M:3851:3973,3851,Phrygian +5♯4,satellite,D6,Venus,3973,Superlydian Augmented ♮25♯34,satellite,D6,Sun,true,modal:D6-satellite:7-2:1:3851:3973,canonical_modal_edge_projected
M:3853:1987,3853,7-4 rooted state 3853,boundary,,,1987,7-4 rooted state 1987,boundary,,,false,,unprojected_formal_modal_application
M:3859:3977,3859,7-3 rooted state 3859,boundary,,,3977,Scale 3977,boundary,,,false,,unprojected_formal_modal_application
M:3861:1989,3861,Ionian ♯45♯6,boundary,,,1989,Dominant +34,boundary,,,false,,unprojected_formal_modal_application
M:3865:995,3865,Ionian ♯2♯45♯6,satellite,D5,Sun,995,Lydian ♭2♯3♭67,satellite,D5,Mars,true,modal:D5-satellite:7-6:1:3865:995,canonical_modal_edge_projected
M:3875:3985,3875,7-3 rooted state 3875,boundary,,,3985,7-3 rooted state 3985,boundary,,,false,,unprojected_formal_modal_application
M:3877:1993,3877,Ionian ♯3♯45♯6,satellite,D5,Sun,1993,Dominant +♯234,satellite,D5,Mars,true,modal:D5-satellite:7-10:1:3877:1993,canonical_modal_edge_projected
M:3881:997,3881,Tanarupi III,anchor,D5,Sun,997,Tanarupi IV,anchor,D5,Mars,true,modal:D5:3881:997,canonical_modal_edge_projected
M:3889:499,3889,Raghupriya III,satellite,D5,Sun,499,Major Locrian ♭26♭7,satellite,D5,Mars,true,modal:D5-satellite:7-6:2:3889:499,canonical_modal_edge_projected
M:3907:4001,3907,YUTian,satellite,D6,Sun,4001,Superlydian Augmented ♯2♯3♯45,satellite,D6,Mars,true,modal:D6-satellite:7-2:2:3907:4001,canonical_modal_edge_projected
M:3909:2001,3909,Superlydian Augmented ♮235♯4,anchor,D6,Sun,2001,Dominant +234,anchor,D6,Mars,true,modal:D6:3909:2001,canonical_modal_edge_projected
M:3913:1001,3913,Bonian,satellite,D5,Sun,1001,Lydian ♯2♯3♭67,satellite,D5,Mars,true,modal:D5-satellite:7-10:2:3913:1001,canonical_modal_edge_projected
M:3921:501,3921,Superlydian Augmented 23♯45,boundary,,,501,Major Locrian 6♭7,boundary,,,false,,unprojected_formal_modal_application
M:3937:251,3937,Scale 3937,boundary,,,251,Scale 251,boundary,,,false,,unprojected_formal_modal_application
M:3971:4033,3971,7-1 terminal cluster state 3971,anchor,D7,Sun,4033,7-1 terminal cluster state 4033,anchor,D7,Mars,true,modal:D7:3971:4033,canonical_modal_edge_projected
M:3973:2017,3973,Superlydian Augmented ♮25♯34,satellite,D6,Sun,2017,Dominant +34♯2,satellite,D6,Mars,true,modal:D6-satellite:7-2:1:3973:2017,canonical_modal_edge_projected
M:3977:1009,3977,Scale 3977,boundary,,,1009,7-3 rooted state 1009,boundary,,,false,,unprojected_formal_modal_application
M:3985:505,3985,7-3 rooted state 3985,boundary,,,505,7-3 rooted state 505,boundary,,,false,,unprojected_formal_modal_application
M:4001:253,4001,Superlydian Augmented ♯2♯3♯45,satellite,D6,Mars,253,Alt ♮25♭67,satellite,D6,Jupiter,true,modal:D6-satellite:7-2:2:4001:253,canonical_modal_edge_projected
M:4033:127,4033,7-1 terminal cluster state 4033,anchor,D7,Mars,127,7-1 terminal cluster state 127,anchor,D7,Jupiter,true,modal:D7:4033:127,canonical_modal_edge_projected
